-83.2000000000000	-136
-83.2000000000000	-121
-83.2000000000000	-106
-83.2000000000000	-91
-83.2000000000000	-76
-83.2000000000000	-61
-83.2000000000000	-46
-83.2000000000000	-31
-83.2000000000000	-16
-83.2000000000000	-1
-83.2000000000000	14
-83.2000000000000	29
-83.2000000000000	44
-68.2000000000000	-136
-68.2000000000000	-121
-68.2000000000000	-106
-68.2000000000000	-91
-68.2000000000000	-76
-68.2000000000000	-61
-68.2000000000000	-46
-68.2000000000000	-31
-68.2000000000000	-16
-68.2000000000000	-1
-68.2000000000000	14
-68.2000000000000	29
-68.2000000000000	44
-53.2000000000000	-136
-53.2000000000000	-121
-53.2000000000000	-106
-53.2000000000000	-91
-53.2000000000000	-76
-53.2000000000000	-61
-53.2000000000000	-46
-53.2000000000000	-31
-53.2000000000000	-16
-53.2000000000000	-1
-53.2000000000000	14
-53.2000000000000	29
-53.2000000000000	44
-38.2000000000000	-136
-38.2000000000000	-121
-38.2000000000000	-106
-38.2000000000000	-91
-38.2000000000000	-76
-38.2000000000000	-61
-38.2000000000000	-46
-38.2000000000000	-31
-38.2000000000000	-16
-38.2000000000000	-1
-38.2000000000000	14
-38.2000000000000	29
-38.2000000000000	44
-23.2000000000000	-136
-23.2000000000000	-121
-23.2000000000000	-106
-23.2000000000000	-91
-23.2000000000000	-76
-23.2000000000000	-61
-23.2000000000000	-46
-23.2000000000000	-31
-23.2000000000000	-16
-23.2000000000000	-1
-23.2000000000000	14
-23.2000000000000	29
-23.2000000000000	44
-8.19999999999999	-136
-8.19999999999999	-121
-8.19999999999999	-106
-8.19999999999999	-91
-8.19999999999999	-76
-8.19999999999999	-61
-8.19999999999999	-46
-8.19999999999999	-31
-8.19999999999999	-16
-8.19999999999999	-1
-8.19999999999999	14
-8.19999999999999	29
-8.19999999999999	44
6.80000000000001	-136
6.80000000000001	-121
6.80000000000001	-106
6.80000000000001	-91
6.80000000000001	-76
6.80000000000001	-61
6.80000000000001	-46
6.80000000000001	-31
6.80000000000001	-16
6.80000000000001	-1
6.80000000000001	14
6.80000000000001	29
6.80000000000001	44
21.8000000000000	-136
21.8000000000000	-121
21.8000000000000	-106
21.8000000000000	-91
21.8000000000000	-76
21.8000000000000	-61
21.8000000000000	-46
21.8000000000000	-31
21.8000000000000	-16
21.8000000000000	-1
21.8000000000000	14
21.8000000000000	29
21.8000000000000	44
36.8000000000000	-136
36.8000000000000	-121
36.8000000000000	-106
36.8000000000000	-91
36.8000000000000	-76
36.8000000000000	-61
36.8000000000000	-46
36.8000000000000	-31
36.8000000000000	-16
36.8000000000000	-1
36.8000000000000	14
36.8000000000000	29
36.8000000000000	44
51.8000000000000	-136
51.8000000000000	-121
51.8000000000000	-106
51.8000000000000	-91
51.8000000000000	-76
51.8000000000000	-61
51.8000000000000	-46
51.8000000000000	-31
51.8000000000000	-16
51.8000000000000	-1
51.8000000000000	14
51.8000000000000	29
51.8000000000000	44
66.8000000000000	-136
66.8000000000000	-121
66.8000000000000	-106
66.8000000000000	-91
66.8000000000000	-76
66.8000000000000	-61
66.8000000000000	-46
66.8000000000000	-31
66.8000000000000	-16
66.8000000000000	-1
66.8000000000000	14
66.8000000000000	29
66.8000000000000	44
